"Begin Time - msec","End Time - msec","RS_Sentence",
8064,8881,"IS-incompleteSentenceV"
9192,14244,"AL-XV"
14674,16782,"AL-XV"
18118,19911,"AL-XV"
20223,22251,"AL-XV"
22325,24184,"AL-XV"
24782,27040,"LSR-ZXV"
27040,27708,"LM-X"
28497,29166,"LD-XV"
29344,31529,"LD-X"
32132,35463,"LD-X"
35667,37447,"LD-XV"
40466,41759,"LM-XV"
42877,45177,"AL-XV"
45177,45831,"LD-X"
45831,46646,"LD-X"
46853,48236,"LD-X"
48552,49354,"LD-XV"
49595,50086,"C-commentaryV"
50086,52337,"AL-XV"
52975,54599,"AL-X"
54688,55491,"LOC-Lokomotion"
57183,58171,"IS-incompleteSentence"
61458,63696,"LOC-LokomotionV"
64245,66905,"C-commentaryV"
67188,70261,"AL-XV"
72678,73910,"LM-XV"
73910,75824,"LD-XV"
76548,76844,"LD-X"
79086,80267,"LD-XV"
80509,81907,"LD-XV"
82270,84035,"LSR-ZXundY"
84035,85128,"LSR-ZX"
85128,86304,"LD-XV"
86668,87222,"LD-X"
87673,90085,"LD-XV"
91818,93968,"LD-XV"
95992,99324,"AL-XV"
102633,103627,"LOC-LokomotionV"
105307,106128,"IS-incompleteSentence"
109378,110375,"RO-linksV"
110410,111135,"LOC-LokomotionV"
111409,113317,"AL-XV"
113803,114773,"AL-XV"
114846,116276,"AL-XV"
117968,120161,"AL-XV"
120483,122043,"AL-XV"
122293,123205,"LOC-LokomotionV"
125527,131840,"LM-XV"
135791,136420,"IS-incompleteSentenceV"
136581,136998,"IS-incompleteSentenceV"
137267,139671,"LD-XV"
140018,141428,"LD-XV"
141919,143174,"AL-XV"
143562,145654,"AL-XV"
147879,149943,"LSR-ZXV"
150023,151112,"LD-XV"
151112,151892,"LM-XV"
151892,152687,"LD-XV"
152958,153967,"LOC-LokomotionV"
154263,156650,"AL-XV"
157592,159588,"LSR-ZXV"
159588,160831,"LSR-ZXV"
161225,163546,"LD-XV"
163736,164882,"LD-XV"
164882,167130,"LD-XV "
168035,169743,"LSR-ZXV"
170170,172116,"LD-XV  "
172766,174643,"LD-XV"
174643,175350,"LD-XV"
177908,181579,"LD-XV"
182290,183382,"LD-X"
185177,186495,"LM-XV"
187074,192582,"AL-XV"
194272,196911,"IS-incompleteSentenceV "
199030,200648,"AL-XV"
203578,204866,"C-commentaryV"
214416,215461,"C-commentaryV"
215461,216156,"IS-incompleteSentenceV"
216156,217349,"LOC-LokomotionV"
217530,219820,"AL-XV"
220299,221338,"RO-linksV"
224451,225879,"LOC-LokomotionV"
226222,227896,"LM-XV"
227956,230224,"LD-XV"
230464,231245,"LOC-LokomotionV"
231245,234224,"LM-XV"
234824,235638,"RO-rechtsV"
235638,236642,"AL-XV"
237211,238831,"AL-XV"
238831,239957,"LSR-ZXV"
241250,242832,"LD-XV"
242832,243783,"LD-X"
244082,244600,"LD-X"
246954,248530,"AL-XV"
248697,249629,"LM-XV"
250250,250957,"LM-XV"
251329,252061,"AL-XV"
252150,255198,"LD-XV"
255575,256632,"IS-incompleteSentenceV"
256830,259029,"LD-XV"
259415,261258,"AL-XV"
261736,264575,"AL-XV"
267135,269604,"LD-XV"
269604,270371,"LD-X"
270371,272580,"AL-XV"
272748,274954,"LM-XV"
277769,278999,"AL-X"
278999,280550,"LM-XV"
280550,281705,"LD-XV"
281792,282481,"C-commentaryV"
284094,285253,"IS-incompleteSentence"
285795,287744,"LD-XV"
288449,290439,"LD-XV"
290916,292886,"LSR-ZXV"
293746,295733,"LD-XV"
295733,297497,"LD-XV"
297497,298360,"LD-X"
298807,299980,"IS-incompleteSentence"
299980,300995,"LD-XV"
303235,304034,"LD-XV"
304034,304760,"LD-XV"
304760,305942,"LD-XV"
306368,307829,"LD-XV"
307829,308441,"LD-X"
308441,309134,"LD-X"
309184,310501,"LD-XV"
311833,313072,"C-commentaryV"
316430,318069,"LM-XV"
319687,321075,"LM-XV"
321420,322262,"RO-linksV"
322262,323990,"AL-XV"
325988,327596,"AL-XV"
330577,331343,"RO-linksV"
331648,333174,"RO-linksV"
333519,335450,"AL-XV"
338356,340892,"LM-XV"
340892,343234,"LD-XV"
343593,344349,"LD-X"
344456,346792,"LD-XV"
348003,351240,"LSR-ZXV "
352324,353676,"LD-XV"
354060,355239,"C-commentaryV"
358210,358917,"C-commentaryV"
359259,360730,"C-commentaryV"
360857,362315,"C-commentaryV"
363513,364679,"C-commentaryV"
364679,366784,"C-commentaryV"
367437,369298,"C-commentaryV"
370076,371241,"AL-XV"
371511,372767,"LOC-LokomotionV"
372767,373980,"AL-XV"
373980,376217,"LSR-ZXV"
376217,377122,"LD-X"
378294,379949,"LD-XV"
379949,380527,"AL-XV"
380527,381813,"LD-XV"
381813,382929,"LD-X"
383520,384552,"AL-XV"
384552,386037,"AL-XV"
386351,388159,"LD-XV"
388159,389822,"LD-X"
390086,391179,"LD-X"
392355,394392,"AL-XV"
394797,395461,"LOC-LokomotionV"
395461,396408,"AL-XV"
396776,397715,"AL-XV"
397777,398725,"AL-XV"
398960,400177,"AL-XV"
400177,401368,"LOC-LokomotionV  "
401368,402154,"LD-XV"
402214,403583,"LD-XV"
404429,404780,"IS-incompleteSentenceV"
404780,406704,"LOC-LokomotionV"
407124,407719,"LOC-LokomotionV"
407719,410975,"AL-XV"
411507,413023,"LD-X"
413023,415381,"LD-X"
417190,419009,"AL-XV"
419295,420939,"AL-XV"
421262,422017,"AL-XV"
422523,426979,"AL-XV"
427841,429975,"LM-XV"
430672,433484,"AL-XV"
433484,434595,"AL-XV"
434833,435776,"LSR-ZXV"
436686,437508,"AL-XV"
437508,438088,"IS-incompleteSentenceV"
438619,439496,"AL-XV"
439870,442047,"LD-XV"
442160,442889,"AL-XV"
442889,443816,"AL-XV"
444771,445910,"LSR-ZXV"
446332,447188,"AL-XV"
447303,449534,"AL-XV"
450942,451713,"AL-XV"
451713,452404,"AL-XV"
452470,453195,"AL-XV"
454682,455710,"LD-XV"
456122,457389,"AL-XV"
459470,462203,"AL-XV"
462300,463215,"LM-XV"
464266,465909,"LD-XV"
466100,468646,"LSR-ZXV"
468900,470169,"LSR-ZXV"
471726,472142,"IS-incompleteSentence"
474126,475959,"LD-XV"
478025,480249,"AL-XV"
480249,483614,"AL-XV"
484825,486534,"RO-rechtsV"
488059,488943,"AL-XV"
489722,492102,"LD-XV"
492228,493141,"LD-X"
493352,494269,"LD-X"
498952,500664,"C-commentaryV"
500664,501111,"IS-incompleteSentenceV"
501553,503416,"LD-XV"
503416,504204,"C-commentaryV"
505327,506210,"C-commentaryV"
509036,510210,"C-commentary"
